zone,state_group,year,crop,area_ha,production_tonnes,yield_hg_ha,rainfall_mm_annual,temp_avg_celsius,humidity_pct,solar_radiation,latitude,longitude,fertilizer_n_kg,fertilizer_p_kg,fertilizer_k_kg,fertilizer_total_kg,fertilizer_n_kg_zone,fertilizer_p_kg_zone,fertilizer_k_kg_zone,fertilizer_total_kg_zone,fertilizer_kg_ha,wb_fertilizer_kg_ha,agric_gdp_share,rural_population,palm_area_kha,palm_production_kmt,palm_dom_consumption_kmt,palm_exports_kmt,palm_imports_kmt,palm_ending_stocks_kmt,cassava_usda_area_kha,cassava_usda_production_kmt,cassava_usda_exports_kmt
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2000,Maize,806400,739800,9174,1594.2,25.95416698638993,77.93809860477286,18.515240130598528,7.0,4.0,128000000,42000000,12000000,182000000,23040000.0,7560000.0,2160000.0,32760000.0,40.62,5.35714285714286,21.3572412972176,71686040,2120,720,740.0,10,30.0,45.0,3100,32000,200
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2001,Maize,826200,775800,9390,1328.4,26.452058174393365,78.17873690328052,18.594612882539476,7.0,4.0,132000000,44000000,13000000,189000000,23760000.0,7920000.0,2340000.0,34020000.0,41.18,6.19898460071246,24.4753546604632,72559112,2150,740,760.0,10,30.0,45.0,3200,34000,210
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2002,Maize,862200,1038600,12046,1607.9,27.277806534718394,72.69361049875022,19.09314815303773,7.0,4.0,138000000,46000000,14000000,198000000,24840000.0,8280000.0,2520000.0,35640000.0,41.34,4.31467159829635,36.9650826661797,73437219,2180,760,790.0,10,30.0,40.0,3380,37953,220
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2003,Maize,862200,1323720,15352,1477.4,26.63090825133617,74.47357201635879,18.651722686542346,7.0,4.0,142000000,48000000,14500000,204500000,25560000.0,8640000.0,2610000.0,36810000.0,42.69,6.01738570508693,33.8270605515687,74312783,2220,780,810.0,10,30.0,40.0,3570,40000,220
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2004,Maize,867600,1176120,13555,1522.5,26.48652804142751,70.52634979982132,17.79045178407197,7.0,4.0,148000000,50000000,15000000,213000000,26640000.0,9000000.0,2700000.0,38340000.0,44.19,4.44963777237,27.2304536006497,75184138,2260,800,840.0,10,30.0,40.0,3720,43410,230
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2005,Maize,867600,1278000,14730,1395.8,26.889698160518428,76.63732317969533,17.624760770856742,7.0,4.0,155000000,52000000,15500000,222500000,27900000.0,9360000.0,2790000.0,40050000.0,46.16,7.24118271756749,26.0892828250796,76038866,2290,820,860.0,10,40.0,40.0,3820,45721,240
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2006,Maize,867600,1386000,15975,1343.5,26.833022391062208,75.86181363489678,18.670126421952045,7.0,4.0,162000000,54000000,16000000,232000000,29160000.0,9720000.0,2880000.0,41760000.0,48.13,10.3152677723795,24.7349912601339,76887720,2330,840,890.0,10,50.0,45.0,3900,48064,250
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2007,Maize,869400,1350000,15528,1419.6,27.905517641977568,77.69593569379516,18.51994711159762,7.0,4.0,168000000,56000000,16500000,240500000,30240000.0,10080000.0,2970000.0,43290000.0,49.79,4.34054958850607,24.6625772142283,77804901,2380,860,920.0,10,60.0,50.0,3950,43418,230
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2008,Maize,871200,1422000,16322,1360.9,27.260447672023663,72.16215378528103,18.732634417252928,7.0,4.0,175000000,58000000,17000000,250000000,31500000.0,10440000.0,3060000.0,45000000.0,51.65,5.89698135295593,25.2797507802655,78717888,2420,880,950.0,10,70.0,55.0,4000,44582,240
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2009,Maize,900000,1440000,16000,1360.3,26.811559703398995,72.33809642788721,19.510167071159078,7.0,4.0,182000000,60000000,17500000,259500000,32760000.0,10800000.0,3150000.0,46710000.0,51.9,4.56587654588848,26.7488545066519,79623758,2460,900,980.0,10,80.0,60.0,3980,44564,240
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2010,Maize,918000,1472400,16039,1331.9,26.975065608373026,70.65363486780986,18.21828980319491,7.0,4.0,190000000,63000000,18000000,271000000,34200000.0,11340000.0,3240000.0,48780000.0,53.14,11.2145520311631,23.8937040912791,80525477,2500,920,1020.0,5,95.0,55.0,4010,45700,250
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2011,Maize,936000,1620000,17308,1350.4,26.931887385708187,70.79358507071957,18.037449871452143,7.0,4.0,198000000,66000000,18500000,282500000,35640000.0,11880000.0,3330000.0,50850000.0,54.33,6.20177365099664,22.2347109931956,81421843,2540,940,1040.0,5,100.0,60.0,4050,52403,270
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2012,Maize,954000,1710000,17925,1355.6,27.171347955730006,73.17401574129264,18.367927848074956,7.0,4.0,210000000,70000000,19500000,299500000,37800000.0,12600000.0,3510000.0,53910000.0,56.51,8.42718662333694,21.8599586165277,82281965,2590,960,1050.0,5,100.0,65.0,4090,54000,280
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2013,Maize,963000,1746000,18131,1173.5,27.88169088648926,73.80581710775598,18.761628977077915,7.0,4.0,225000000,75000000,20500000,320500000,40500000.0,13500000.0,3690000.0,57690000.0,59.91,8.50913026586002,20.7586228322439,83078003,2640,980,1070.0,5,100.0,65.0,4120,54830,290
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2014,Maize,972000,1782000,18333,1256.7,26.812895159569322,75.03838755075898,19.83692481843062,7.0,4.0,240000000,80000000,21500000,341500000,43200000.0,14400000.0,3870000.0,61470000.0,63.24,8.95755004713581,19.9902547680805,83796300,2680,1000,1090.0,5,100.0,70.0,4130,57000,300
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2015,Maize,981000,1836000,18716,1384.0,27.124511063224098,73.40114733487331,18.523818722209125,7.0,4.0,265000000,88000000,23000000,376000000,47700000.0,15840000.0,4140000.0,67680000.0,68.99,7.96584203673435,20.6318934800012,84405544,2720,1010,1100.0,5,100.0,75.0,4150,59300,310
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2016,Maize,990000,1890000,19091,1504.8,27.49125839339356,73.0546074537194,18.846805203416203,7.0,4.0,280000000,93000000,24000000,397000000,50400000.0,16740000.0,4320000.0,71460000.0,72.18,10.734949763348,20.9831097083173,84937802,2760,1020,1120.0,5,110.0,70.0,4160,59587,310
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2017,Maize,999000,1926000,19279,1549.4,25.832020080685844,73.2745128887875,18.927198524628967,7.0,4.0,295000000,98000000,25000000,418000000,53100000.0,17640000.0,4500000.0,75240000.0,75.32,20.295907079646,20.8465714300542,85411312,2800,1040,1140.0,5,110.0,65.0,4180,59200,310
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2018,Maize,1008000,1980000,19643,1601.2,27.79734131208929,75.430506082487,18.480062230809864,7.0,4.0,310000000,103000000,26000000,439000000,55800000.0,18540000.0,4680000.0,79020000.0,78.39,18.8412959912136,21.203773720121,85755936,2840,1060,1170.0,5,120.0,70.0,4200,59200,310
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2019,Maize,1015200,2016000,19858,1364.1,26.555829206315575,72.71999847706275,18.45165508002163,7.0,4.0,320000000,107000000,27000000,454000000,57600000.0,19260000.0,4860000.0,81720000.0,80.5,18.6103276198742,25.7349305726601,85970564,2880,1080,1200.0,5,130.0,75.0,4250,60000,320
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2020,Maize,1020600,2016000,19753,1322.8,27.72321721893667,76.6567960775921,17.789701913109287,7.0,4.0,315000000,105000000,26500000,446500000,56700000.0,18900000.0,4770000.0,80370000.0,78.75,22.5588522456064,28.3454204380593,86099297,2920,1090,1210.0,5,135.0,80.0,4260,60000,310
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2021,Maize,1026000,2070000,20175,1584.1,27.523858436510192,77.35894585972335,18.212063229713163,7.0,4.0,325000000,108000000,27500000,460500000,58500000.0,19440000.0,4950000.0,82890000.0,80.79,17.9649598611412,29.3882780431661,86166415,2950,1110,1240.0,5,140.0,85.0,4280,61000,320
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2022,Maize,1029600,2106000,20455,1338.7,26.598062177028453,77.41993919761411,18.457135595817938,7.0,4.0,310000000,103000000,26000000,439000000,55800000.0,18540000.0,4680000.0,79020000.0,76.75,7.28113473638533,28.5515522199731,86197021,2980,1130,1260.0,5,140.0,90.0,4300,61500,320
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2023,Maize,1035000,2160000,20870,1366.6,26.87965567929873,80.08573399274728,18.533332133627514,7.0,4.0,295000000,98000000,24500000,417500000,53100000.0,17640000.0,4410000.0,75150000.0,72.61,4.23860924278585,27.718291279131,86197462,3000,1150,1280.0,5,145.0,90.0,4330,62000,330
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2000,Oil palm fruit,570000,1480000,25965,1594.2,25.95416698638993,77.93809860477286,18.515240130598528,7.0,4.0,128000000,42000000,12000000,182000000,25600000.0,8400000.0,2400000.0,36400000.0,63.86,5.35714285714286,21.3572412972176,71686040,2120,720,740.0,10,30.0,45.0,3100,32000,200
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2001,Oil palm fruit,576000,1520000,26389,1328.4,26.452058174393365,78.17873690328052,18.594612882539476,7.0,4.0,132000000,44000000,13000000,189000000,26400000.0,8800000.0,2600000.0,37800000.0,65.62,6.19898460071246,24.4753546604632,72559112,2150,740,760.0,10,30.0,45.0,3200,34000,210
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2002,Oil palm fruit,582000,1580000,27148,1607.9,27.277806534718394,72.69361049875022,19.09314815303773,7.0,4.0,138000000,46000000,14000000,198000000,27600000.0,9200000.0,2800000.0,39600000.0,68.04,4.31467159829635,36.9650826661797,73437219,2180,760,790.0,10,30.0,40.0,3380,37953,220
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2003,Oil palm fruit,590000,1620000,27458,1477.4,26.63090825133617,74.47357201635879,18.651722686542346,7.0,4.0,142000000,48000000,14500000,204500000,28400000.0,9600000.0,2900000.0,40900000.0,69.32,6.01738570508693,33.8270605515687,74312783,2220,780,810.0,10,30.0,40.0,3570,40000,220
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2004,Oil palm fruit,600000,1680000,28000,1522.5,26.48652804142751,70.52634979982132,17.79045178407197,7.0,4.0,148000000,50000000,15000000,213000000,29600000.0,10000000.0,3000000.0,42600000.0,71.0,4.44963777237,27.2304536006497,75184138,2260,800,840.0,10,30.0,40.0,3720,43410,230
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2005,Oil palm fruit,610000,1700000,27869,1395.8,26.889698160518428,76.63732317969533,17.624760770856742,7.0,4.0,155000000,52000000,15500000,222500000,31000000.0,10400000.0,3100000.0,44500000.0,72.95,7.24118271756749,26.0892828250796,76038866,2290,820,860.0,10,40.0,40.0,3820,45721,240
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2006,Oil palm fruit,620000,1720000,27742,1343.5,26.833022391062208,75.86181363489678,18.670126421952045,7.0,4.0,162000000,54000000,16000000,232000000,32400000.0,10800000.0,3200000.0,46400000.0,74.84,10.3152677723795,24.7349912601339,76887720,2330,840,890.0,10,50.0,45.0,3900,48064,250
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2007,Oil palm fruit,630000,1760000,27937,1419.6,27.905517641977568,77.69593569379516,18.51994711159762,7.0,4.0,168000000,56000000,16500000,240500000,33600000.0,11200000.0,3300000.0,48100000.0,76.35,4.34054958850607,24.6625772142283,77804901,2380,860,920.0,10,60.0,50.0,3950,43418,230
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2008,Oil palm fruit,640000,1820000,28438,1360.9,27.260447672023663,72.16215378528103,18.732634417252928,7.0,4.0,175000000,58000000,17000000,250000000,35000000.0,11600000.0,3400000.0,50000000.0,78.12,5.89698135295593,25.2797507802655,78717888,2420,880,950.0,10,70.0,55.0,4000,44582,240
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2009,Oil palm fruit,656000,1860000,28354,1360.3,26.811559703398995,72.33809642788721,19.510167071159078,7.0,4.0,182000000,60000000,17500000,259500000,36400000.0,12000000.0,3500000.0,51900000.0,79.12,4.56587654588848,26.7488545066519,79623758,2460,900,980.0,10,80.0,60.0,3980,44564,240
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2010,Oil palm fruit,670000,1900000,28358,1331.9,26.975065608373026,70.65363486780986,18.21828980319491,7.0,4.0,190000000,63000000,18000000,271000000,38000000.0,12600000.0,3600000.0,54200000.0,80.9,11.2145520311631,23.8937040912791,80525477,2500,920,1020.0,5,95.0,55.0,4010,45700,250
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2011,Oil palm fruit,680000,1940000,28529,1350.4,26.931887385708187,70.79358507071957,18.037449871452143,7.0,4.0,198000000,66000000,18500000,282500000,39600000.0,13200000.0,3700000.0,56500000.0,83.09,6.20177365099664,22.2347109931956,81421843,2540,940,1040.0,5,100.0,60.0,4050,52403,270
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2012,Oil palm fruit,690000,2000000,28986,1355.6,27.171347955730006,73.17401574129264,18.367927848074956,7.0,4.0,210000000,70000000,19500000,299500000,42000000.0,14000000.0,3900000.0,59900000.0,86.81,8.42718662333694,21.8599586165277,82281965,2590,960,1050.0,5,100.0,65.0,4090,54000,280
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2013,Oil palm fruit,696000,2040000,29310,1173.5,27.88169088648926,73.80581710775598,18.761628977077915,7.0,4.0,225000000,75000000,20500000,320500000,45000000.0,15000000.0,4100000.0,64100000.0,92.1,8.50913026586002,20.7586228322439,83078003,2640,980,1070.0,5,100.0,65.0,4120,54830,290
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2014,Oil palm fruit,700000,2040000,29143,1256.7,26.812895159569322,75.03838755075898,19.83692481843062,7.0,4.0,240000000,80000000,21500000,341500000,48000000.0,16000000.0,4300000.0,68300000.0,97.57,8.95755004713581,19.9902547680805,83796300,2680,1000,1090.0,5,100.0,70.0,4130,57000,300
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2015,Oil palm fruit,704000,2060000,29261,1384.0,27.124511063224098,73.40114733487331,18.523818722209125,7.0,4.0,265000000,88000000,23000000,376000000,53000000.0,17600000.0,4600000.0,75200000.0,106.82,7.96584203673435,20.6318934800012,84405544,2720,1010,1100.0,5,100.0,75.0,4150,59300,310
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2016,Oil palm fruit,710000,2080000,29296,1504.8,27.49125839339356,73.0546074537194,18.846805203416203,7.0,4.0,280000000,93000000,24000000,397000000,56000000.0,18600000.0,4800000.0,79400000.0,111.83,10.734949763348,20.9831097083173,84937802,2760,1020,1120.0,5,110.0,70.0,4160,59587,310
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2017,Oil palm fruit,716000,2120000,29609,1549.4,25.832020080685844,73.2745128887875,18.927198524628967,7.0,4.0,295000000,98000000,25000000,418000000,59000000.0,19600000.0,5000000.0,83600000.0,116.76,20.295907079646,20.8465714300542,85411312,2800,1040,1140.0,5,110.0,65.0,4180,59200,310
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2018,Oil palm fruit,722000,2140000,29640,1601.2,27.79734131208929,75.430506082487,18.480062230809864,7.0,4.0,310000000,103000000,26000000,439000000,62000000.0,20600000.0,5200000.0,87800000.0,121.61,18.8412959912136,21.203773720121,85755936,2840,1060,1170.0,5,120.0,70.0,4200,59200,310
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2019,Oil palm fruit,730000,2180000,29863,1364.1,26.555829206315575,72.71999847706275,18.45165508002163,7.0,4.0,320000000,107000000,27000000,454000000,64000000.0,21400000.0,5400000.0,90800000.0,124.38,18.6103276198742,25.7349305726601,85970564,2880,1080,1200.0,5,130.0,75.0,4250,60000,320
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2020,Oil palm fruit,736000,2180000,29620,1322.8,27.72321721893667,76.6567960775921,17.789701913109287,7.0,4.0,315000000,105000000,26500000,446500000,63000000.0,21000000.0,5300000.0,89300000.0,121.33,22.5588522456064,28.3454204380593,86099297,2920,1090,1210.0,5,135.0,80.0,4260,60000,310
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2021,Oil palm fruit,740000,2220000,30000,1584.1,27.523858436510192,77.35894585972335,18.212063229713163,7.0,4.0,325000000,108000000,27500000,460500000,65000000.0,21600000.0,5500000.0,92100000.0,124.46,17.9649598611412,29.3882780431661,86166415,2950,1110,1240.0,5,140.0,85.0,4280,61000,320
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2022,Oil palm fruit,744000,2240000,30108,1338.7,26.598062177028453,77.41993919761411,18.457135595817938,7.0,4.0,310000000,103000000,26000000,439000000,62000000.0,20600000.0,5200000.0,87800000.0,118.01,7.28113473638533,28.5515522199731,86197021,2980,1130,1260.0,5,140.0,90.0,4300,61500,320
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2023,Oil palm fruit,748000,2280000,30481,1366.6,26.87965567929873,80.08573399274728,18.533332133627514,7.0,4.0,295000000,98000000,24500000,417500000,59000000.0,19600000.0,4900000.0,83500000.0,111.63,4.23860924278585,27.718291279131,86197462,3000,1150,1280.0,5,145.0,90.0,4330,62000,330
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2000,Rice (paddy),252000,396000,15714,1594.2,25.95416698638993,77.93809860477286,18.515240130598528,7.0,4.0,128000000,42000000,12000000,182000000,15360000.0,5040000.0,1440000.0,21840000.0,86.67,5.35714285714286,21.3572412972176,71686040,2120,720,740.0,10,30.0,45.0,3100,32000,200
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2001,Rice (paddy),256800,409200,15935,1328.4,26.452058174393365,78.17873690328052,18.594612882539476,7.0,4.0,132000000,44000000,13000000,189000000,15840000.0,5280000.0,1560000.0,22680000.0,88.32,6.19898460071246,24.4753546604632,72559112,2150,740,760.0,10,30.0,45.0,3200,34000,210
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2002,Rice (paddy),261600,420000,16055,1607.9,27.277806534718394,72.69361049875022,19.09314815303773,7.0,4.0,138000000,46000000,14000000,198000000,16560000.0,5520000.0,1680000.0,23760000.0,90.83,4.31467159829635,36.9650826661797,73437219,2180,760,790.0,10,30.0,40.0,3380,37953,220
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2003,Rice (paddy),264000,420000,15909,1477.4,26.63090825133617,74.47357201635879,18.651722686542346,7.0,4.0,142000000,48000000,14500000,204500000,17040000.0,5760000.0,1740000.0,24540000.0,92.95,6.01738570508693,33.8270605515687,74312783,2220,780,810.0,10,30.0,40.0,3570,40000,220
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2004,Rice (paddy),266400,432000,16216,1522.5,26.48652804142751,70.52634979982132,17.79045178407197,7.0,4.0,148000000,50000000,15000000,213000000,17760000.0,6000000.0,1800000.0,25560000.0,95.95,4.44963777237,27.2304536006497,75184138,2260,800,840.0,10,30.0,40.0,3720,43410,230
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2005,Rice (paddy),270000,456000,16889,1395.8,26.889698160518428,76.63732317969533,17.624760770856742,7.0,4.0,155000000,52000000,15500000,222500000,18600000.0,6240000.0,1860000.0,26700000.0,98.89,7.24118271756749,26.0892828250796,76038866,2290,820,860.0,10,40.0,40.0,3820,45721,240
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2006,Rice (paddy),273600,480000,17544,1343.5,26.833022391062208,75.86181363489678,18.670126421952045,7.0,4.0,162000000,54000000,16000000,232000000,19440000.0,6480000.0,1920000.0,27840000.0,101.75,10.3152677723795,24.7349912601339,76887720,2330,840,890.0,10,50.0,45.0,3900,48064,250
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2007,Rice (paddy),277200,504000,18182,1419.6,27.905517641977568,77.69593569379516,18.51994711159762,7.0,4.0,168000000,56000000,16500000,240500000,20160000.0,6720000.0,1980000.0,28860000.0,104.11,4.34054958850607,24.6625772142283,77804901,2380,860,920.0,10,60.0,50.0,3950,43418,230
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2008,Rice (paddy),280800,528000,18803,1360.9,27.260447672023663,72.16215378528103,18.732634417252928,7.0,4.0,175000000,58000000,17000000,250000000,21000000.0,6960000.0,2040000.0,30000000.0,106.84,5.89698135295593,25.2797507802655,78717888,2420,880,950.0,10,70.0,55.0,4000,44582,240
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2009,Rice (paddy),284400,540000,18987,1360.3,26.811559703398995,72.33809642788721,19.510167071159078,7.0,4.0,182000000,60000000,17500000,259500000,21840000.0,7200000.0,2100000.0,31140000.0,109.49,4.56587654588848,26.7488545066519,79623758,2460,900,980.0,10,80.0,60.0,3980,44564,240
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2010,Rice (paddy),288000,564000,19583,1331.9,26.975065608373026,70.65363486780986,18.21828980319491,7.0,4.0,190000000,63000000,18000000,271000000,22800000.0,7560000.0,2160000.0,32520000.0,112.92,11.2145520311631,23.8937040912791,80525477,2500,920,1020.0,5,95.0,55.0,4010,45700,250
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2011,Rice (paddy),291600,588000,20165,1350.4,26.931887385708187,70.79358507071957,18.037449871452143,7.0,4.0,198000000,66000000,18500000,282500000,23760000.0,7920000.0,2220000.0,33900000.0,116.26,6.20177365099664,22.2347109931956,81421843,2540,940,1040.0,5,100.0,60.0,4050,52403,270
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2012,Rice (paddy),295200,612000,20732,1355.6,27.171347955730006,73.17401574129264,18.367927848074956,7.0,4.0,210000000,70000000,19500000,299500000,25200000.0,8400000.0,2340000.0,35940000.0,121.75,8.42718662333694,21.8599586165277,82281965,2590,960,1050.0,5,100.0,65.0,4090,54000,280
South West,"Lagos, Ogun, Oyo, Osun, Ondo, Ekiti",2013,Rice (paddy),298800,600000,20080,1173.5,27.88169088648926,73.80581710775598,18.761628977077915,7.0,4.0,225000000,75000000,20500000,320500000,27000000.0,9000000.0,2460000.0,38460000.0,128.71,8.50913026586002,20.7586228322439,83078003,2640,980,1070.0,5,100.0,65.0,4120,54830,290
